"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1997396132050223466","Sat Dec 06 23:48:13 +0000 2025","0","@gshockcock @carolinekwan Yea it seems only Jewish people and Nazis know it","1997453053583319263","","gshockcock","en","","0","0","0","https://x.com/undefined/status/1997453053583319263","1913777005599854592",
"1997158892766482919","Sat Dec 06 23:46:45 +0000 2025","0","@MotazSaleh2001 This is not Israelis this is god of Israel after 7/10 all creador is our lord our god what you took from the Israelis at that day 7/10 will come as punishment of the Hebrew god ! See about Israel and the Jewish people!shame on you ","1997452683066958079","","MotazSaleh2001","en","","0","0","0","https://x.com/undefined/status/1997452683066958079","1511109112255463424",
"1997090087679475732","Sat Dec 06 23:45:54 +0000 2025","1","@clowd_cole @ManThatCrazy @PhilNvestigates White people are allowed to be pro White you pussies never attack black supremacists or Jewish supremacists or the Islamic ethnostate nations and supremacist groups.","1997452470617030833","","clowd_cole","en","","0","0","0","https://x.com/undefined/status/1997452470617030833","1955011790573801473",
"1997343023961878816","Sat Dec 06 23:45:21 +0000 2025","9","@wakeupusa Ask the Jewish people of Israel how it's worked out or France or Britain or other countries who try to coexist. You can't coexist with a group that believes that their religion and their ideology is the only one of importance and everyone must convert How do you coexist with","1997452333177872511","","wakeupusa","en","","0","1","3","https://x.com/undefined/status/1997452333177872511","878026688",
"1997443095491932444","Sat Dec 06 23:45:18 +0000 2025","7","@RepMTG No. Any military personnel that choose to occupy any American city are traitors. The people are not the enemy . Fuck you and all traitors doing the work of this Jewish administration that has infested our lands.","1997452318200176965","","RepMTG","en","","0","0","2","https://x.com/undefined/status/1997452318200176965","1936792553036382208",
"1997436390347305143","Sat Dec 06 23:44:55 +0000 2025","0","@passcoderonald International Jewry means Jewish people and Jewish Organizations most of the shills and organizations are fed their talking points directly from Israel","1997452222020616507","","passcoderonald","en","","0","1","0","https://x.com/undefined/status/1997452222020616507","1977176914801410048",
"1996670174993195264","Sat Dec 06 23:44:47 +0000 2025","0","@VaultDweller109 @propagandopolis Very shocking that Jewish people would be drawn to a movement that opposed the anti-semitic monarchies of Europe. Ethno-cultural loyalty is a scheme to facilitate class collaboration.","1997452188260708481","","VaultDweller109","en","","0","1","0","https://x.com/undefined/status/1997452188260708481","1924992151814860800",
"1996871231849877566","Sat Dec 06 23:44:46 +0000 2025","0","@karlhjort_ Fuck Palestine and every one of its immoral supporters. 🇮🇱 Long live Israel and the Jewish people! ️","1997452183449821295","","karlhjort_","en","","0","0","0","https://x.com/undefined/status/1997452183449821295","1674804755892166661",
"1997308445117067501","Sat Dec 06 23:44:45 +0000 2025","3","@RachelMoiselle Ok then so what word should be used to describe the Zionists whose actions we strongly disagree with? What word would adequately differentiate them from the many many peaceful non hateful Jewish people I and many others have no issues whatsoever with?","1997452179985293461","","RachelMoiselle","en","","0","0","0","https://x.com/undefined/status/1997452179985293461","1958435334133624832",
"1996446293779206202","Sat Dec 06 23:44:37 +0000 2025","0","@Antunes1 So why do these gen zs think it's good to gas millions of people in a chamber is now a good thing this man did. jewish people gassed out..","1997452149132001633","","Antunes1","en","","0","0","0","https://x.com/undefined/status/1997452149132001633","1783100342651035649",
"1997383610102366496","Sat Dec 06 23:31:45 +0000 2025","0","@BillyKelleherEU @elonmusk @RenewEurope Eu is oppressing the people in the eu and bringing in infinite invaders to replace the native population. Fuck you and your Jewish masters","1997448908323365304","","BillyKelleherEU","en","","0","0","0","https://x.com/undefined/status/1997448908323365304","265881097",
"1997074246187512186","Sat Dec 06 23:31:31 +0000 2025","0","@elonmusk @X It's designed Owed and controlled by Jewish folks..... So that's a thing they love to sue people.","1997448850039042349","","elonmusk","en","","0","0","0","https://x.com/undefined/status/1997448850039042349","1844891848692977664",
"1997090087679475732","Sat Dec 06 23:31:21 +0000 2025","2","@PhilNvestigates Jewish news story about non violent people going to a public park thats paid for with their taxes get a life jew.","1997448810306703508","","PhilNvestigates","en","","0","0","0","https://x.com/undefined/status/1997448810306703508","1026296464664875008",
"1997448185766416628","Sat Dec 06 23:31:19 +0000 2025","0","so. leik. all jewish people should be condemned for what a state does in one place in the world? that sounds unheard of for anyone else like its too ridiculius to fathom","1997448800919818637","","evergeenwing","en","","0","0","0","https://x.com/undefined/status/1997448800919818637","1879239318407188480",
"1997448770041287088","Sat Dec 06 23:31:12 +0000 2025","0","All Jewish people are Loomerists.","1997448770041287088","","","en","","0","0","0","https://x.com/undefined/status/1997448770041287088","337430047",
"1997448758129541345","Sat Dec 06 23:31:09 +0000 2025","1","There are 7 beautiful young people risking their lives on Hunger Strike in British prisons held there at the order of The 'israeli' Jewish Lobby. They are alleged to have damaged an 'israeli' weapons company but have not been convicted of any crime. The media is not covering it","1997448758129541345","","","en","","0","0","1","https://x.com/undefined/status/1997448758129541345","1987892248529534976",
"1997328051957288970","Sat Dec 06 23:31:08 +0000 2025","3","@InteriorAngIe @BiotechObserver @OunkaOnX This. And the Zionist movement is actually hurting Jewish people especially in America because most people don t know the difference.","1997448754010657036","","InteriorAngIe","en","","0","0","0","https://x.com/undefined/status/1997448754010657036","1931963053467398144",
"1997344020649923052","Sat Dec 06 23:28:57 +0000 2025","9","@AlphonsoBilla @NickAdamsinUSA It s happy Hanukkah for Jewish people. And it s happy kwanza for some others. How is anyone supposed to know you celebrate Christmas. Especially when you act nothing like Christ.","1997448205617819994","","AlphonsoBilla","en","","0","0","0","https://x.com/undefined/status/1997448205617819994","833470253850120193",
"1996657507998355548","Sat Dec 06 23:27:44 +0000 2025","0","@JewsFightBack @TheLeoTerrell Thank Goodness ️. Unbelievable how UK France etc can stand up for Hamas after Oct 7 but believe if they had a 9/11 they d have totally different perspective How wonderful the Jewish people have a Home to go back to finally should they choose ️","1997447896950595855","","JewsFightBack","en","","0","0","0","https://x.com/undefined/status/1997447896950595855","1976917011524435968",
"1997447879846473968","Sat Dec 06 23:27:39 +0000 2025","0","Probably part of the problem people have with her is that she *is* dating a Jewish guy. You can t be a Nazi but you also can t love the Jews. So it s a no-win situation for her.","1997447879846473968","","","en","","0","0","0","https://x.com/undefined/status/1997447879846473968","65555263",
"1997337929384091774","Sat Dec 06 23:27:17 +0000 2025","0","@susi_spencer @GBNEWS So reform don't like Jewish people. We get it.","1997447786007265787","","susi_spencer","en","","0","0","0","https://x.com/undefined/status/1997447786007265787","330937656",
"1997061731042853274","Sat Dec 06 23:26:49 +0000 2025","1","@Nero The based gay Jewish fed who blackmails and keeps tabs on all the people trying to help White people not go extinct.","1997447669011366331","","Nero","en","","0","0","0","https://x.com/undefined/status/1997447669011366331","1988188452245172226",
"1997420970080895393","Sat Dec 06 23:24:37 +0000 2025","0","@VillalobosSimja @hollyjayewiley @RealCandaceO Oh I know that.. I know quite a few Jewish people. Israel is run by a complete madman terrorist. The majority of Jews in Israel don't agree with it either. The Israeli government is out of control.","1997447112955699445","","VillalobosSimja","en","","0","1","0","https://x.com/undefined/status/1997447112955699445","1879725241909567489",
"1997347819678568695","Sat Dec 06 23:24:27 +0000 2025","4","@even_steven8tht ur gay and look potentially jewish. scrolled ur profile for 2 seconds and all you do is bitch and complain. what a miserable life you and people like you live. the world is actually awesome and it s so amazing that the only thing to complain about is someone likening white guys","1997447074405880029","","even_steven8tht","en","","0","0","0","https://x.com/undefined/status/1997447074405880029","1991531896409616384",
"1997420970080895393","Sat Dec 06 23:24:20 +0000 2025","0","@hollyjayewiley @RealCandaceO im no arguing any of that im just staying that the people that run whats supposed to be Holy land are nothing but despicable humans with no moral or ground to represent the Jewish people. Mileikowsky aint close by no means to represent me as JEWISH. He a complete moron.","1997447045112893716","","hollyjayewiley","en","","0","0","0","https://x.com/undefined/status/1997447045112893716","1586593917377474561",
"1997430098492878947","Sat Dec 06 23:23:35 +0000 2025","0","@j_fishback @Stormzoomer1916 Clearly Fishback is an insane crazy person who hates black Americans Jewish Americans American women but he s ok with Muslims democrats transgender .you are pushing people to Byron!","1997446854334976023","","j_fishback","en","","0","0","1","https://x.com/undefined/status/1997446854334976023","1509963259096481796",
"1997443184419344772","Sat Dec 06 23:22:48 +0000 2025","0","@rabbriansamuel The holocaust was a pre arranged deal between Hitler and the Jewish bankers to perform a burnt offering sacrifice of their own people in exchange for the creation of the Talmudic state of Isreal... Talmudic Jews want to rule the world and will do anything for it.","1997446656229568729","","rabbriansamuel","en","","0","2","0","https://x.com/undefined/status/1997446656229568729","1087167094498701313",
"1997346203856498780","Sat Dec 06 23:22:43 +0000 2025","0","@ikeijeh As a Jewish man on my 60s back then boys at achool would take the piss out of everyone. A lady who phoned LBC said she'd never heard that in the 70s but perhaps girls were different and she sounded like quite a middle class lefty. Boys in my school would ridicule people because","1997446634284761540","","ikeijeh","en","","0","0","0","https://x.com/undefined/status/1997446634284761540","2513839513",
